t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,forecast
136080.0000,138240.0000,147420.0000,140940.0000,134291.0000,150120.0000,146340.0000,130680.0000,152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,142274.2000
164700.0000,166860.0000,163080.0000,165071.0000,157140.0000,158220.0000,156060.0000,160380.0000,157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,161672.8000
134460.0000,127440.0000,126900.0000,121331.0000,129600.0000,137160.0000,136620.0000,151200.0000,131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,133711.3000
138240.0000,147420.0000,140940.0000,134291.0000,150120.0000,146340.0000,130680.0000,152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,140221.1000
166860.0000,163080.0000,165071.0000,157140.0000,158220.0000,156060.0000,160380.0000,157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,157168.8000
127440.0000,126900.0000,121331.0000,129600.0000,137160.0000,136620.0000,151200.0000,131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,133051.8000
147420.0000,140940.0000,134291.0000,150120.0000,146340.0000,130680.0000,152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,138022.9000
163080.0000,165071.0000,157140.0000,158220.0000,156060.0000,160380.0000,157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,157817.3000
126900.0000,121331.0000,129600.0000,137160.0000,136620.0000,151200.0000,131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,133635.3000
140940.0000,134291.0000,150120.0000,146340.0000,130680.0000,152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,141172.0000
165071.0000,157140.0000,158220.0000,156060.0000,160380.0000,157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,154016.6000
121331.0000,129600.0000,137160.0000,136620.0000,151200.0000,131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,130160.9000
134291.0000,150120.0000,146340.0000,130680.0000,152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,137646.9000
157140.0000,158220.0000,156060.0000,160380.0000,157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,160349.9000
129600.0000,137160.0000,136620.0000,151200.0000,131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,133122.0000
150120.0000,146340.0000,130680.0000,152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,137648.3000
158220.0000,156060.0000,160380.0000,157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,156077.8000
137160.0000,136620.0000,151200.0000,131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,134158.8000
146340.0000,130680.0000,152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,142233.5000
156060.0000,160380.0000,157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,154472.1000
136620.0000,151200.0000,131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,133340.8000
130680.0000,152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,130098.9000
160380.0000,157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,153228.9000
151200.0000,131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,135686.8000
152820.0000,151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,132840.2000
157140.0000,167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,156465.1000
131220.0000,120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,137109.4000
151740.0000,135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,130309.1000
167400.0000,163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,158179.6000
120960.0000,131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,137334.8000
135540.0000,146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,143970.6000
163991.0000,157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,159654.1000
131591.0000,135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,138178.0000
146711.0000,153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,137221.6000
157680.0000,163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,157334.9000
135000.0000,137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,140132.3000
153360.0000,153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,139791.4000
163080.0000,156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,157732.4000
137700.0000,143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,140356.0000
153900.0000,153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,136186.7000
156060.0000,155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,154672.9000
143100.0000,138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,141144.7000
153360.0000,142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,134583.0000
155520.0000,162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,153339.6000
138240.0000,144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,142820.2000
142020.0000,133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,141108.4000
162000.0000,155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,152150.5000
144720.0000,129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,144390.9000
133920.0000,143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,138176.1000
155520.0000,150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,152626.4000
129060.0000,128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,142210.1000
143100.0000,144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,133932.9000
150491.0000,157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,156543.9000
128891.0000,146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,139884.9000
144011.0000,143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,137216.6000
157680.0000,165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,151866.6000
146340.0000,127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,138249.1000
143640.0000,139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,136248.4000
165780.0000,162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,153542.1000
127980.0000,132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,134216.2000
139860.0000,130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,133752.9000
162540.0000,158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,153630.3000
132300.0000,143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,135099.1000
130140.0000,127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139268.8000
158760.0000,142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,156347.8000
143100.0000,135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,134596.0000
127980.0000,136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,137573.8000
142020.0000,152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,154031.0000
135540.0000,139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,140400.0000,138728.3000
136620.0000,141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,132840.0000,135814.6000
152651.0000,151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,153360.0000,155080.3000
139691.0000,138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,140400.0000,136620.0000,139385.2000
141851.0000,137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,132840.0000,143100.0000,137904.0000
151740.0000,153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,153360.0000,154440.0000,155433.5000
138240.0000,145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,140400.0000,136620.0000,141480.0000,139292.0000
137700.0000,139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,132840.0000,143100.0000,138780.0000,137432.3000
153900.0000,147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,153360.0000,154440.0000,173340.0000,160846.9000
145260.0000,137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,140400.0000,136620.0000,141480.0000,140940.0000,141029.6000
139860.0000,133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,132840.0000,143100.0000,138780.0000,137700.0000,138040.5000
147420.0000,162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,153360.0000,154440.0000,173340.0000,156060.0000,154318.8000
137160.0000,145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,140400.0000,136620.0000,141480.0000,140940.0000,138240.0000,139941.7000
133920.0000,130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,132840.0000,143100.0000,138780.0000,137700.0000,136080.0000,137457.9000
162540.0000,148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,153360.0000,154440.0000,173340.0000,156060.0000,155891.0000,154960.9000
145800.0000,141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,140400.0000,136620.0000,141480.0000,140940.0000,138240.0000,141851.0000,140353.2000
130680.0000,140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,132840.0000,143100.0000,138780.0000,137700.0000,136080.0000,127811.0000,134703.7000
148500.0000,149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,153360.0000,154440.0000,173340.0000,156060.0000,155891.0000,169020.0000,158635.2000
141480.0000,130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,140400.0000,136620.0000,141480.0000,140940.0000,138240.0000,141851.0000,140400.0000,141140.2000
140400.0000,125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,132840.0000,143100.0000,138780.0000,137700.0000,136080.0000,127811.0000,122580.0000,131676.7000
149040.0000,148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,153360.0000,154440.0000,173340.0000,156060.0000,155891.0000,169020.0000,167940.0000,158569.9000
130680.0000,145631.0000,138240.0000,149580.0000,142560.0000,144180.0000,146340.0000,150660.0000,150491.0000,144180.0000,137160.0000,137160.0000,127980.0000,134460.0000,129431.0000,136080.0000,140400.0000,136620.0000,141480.0000,140940.0000,138240.0000,141851.0000,140400.0000,129600.0000,136803.0000
125280.0000,125111.0000,125820.0000,140400.0000,136080.0000,139320.0000,134460.0000,131760.0000,148331.0000,144180.0000,136080.0000,143640.0000,141480.0000,135000.0000,147791.0000,139320.0000,132840.0000,143100.0000,138780.0000,137700.0000,136080.0000,127811.0000,122580.0000,133920.0000,135121.4000
148331.0000,158220.0000,160920.0000,162000.0000,161460.0000,164160.0000,158760.0000,155351.0000,150660.0000,151740.0000,162000.0000,144180.0000,145800.0000,146711.0000,157680.0000,154440.0000,153360.0000,154440.0000,173340.0000,156060.0000,155891.0000,169020.0000,167940.0000,158220.0000,154951.2000
